artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
Peter Piller, , ,German,Male,1968, ,0, ,,
Peter Pommerer,artist, , , , , , , , , 
Peter Potworowski,artist, , , , , , , , , 
Peter Prendergast,artist, , , , , , , , , 
Peter Purves-Smith, , ,Australian,Male,1913, ,1949, ,,
Peter R. Meyer, , ,,,0, ,0, ,,
Peter Raacke, , ,German,Male,1928, ,0, ,Q2077689,
Peter Ray, , ,British,Male,0, ,0, ,,
Peter Rice (Ove Arup and Partners), , ,,Male,0, ,0, ,,
Peter Roehr, , ,German,Male,1944, ,1968, ,,
Peter Sandbichler, , ,Austrian,Male,1964, ,0, ,,
Peter Saul, , ,American,Male,1934, ,0, ,Q3376863,500005884.0
Peter Saville, , ,British,Male,1955, ,0, ,,
Peter Schjeldahl, , ,American,Male,1942, ,0, ,,
Peter Schlumbohm, , ,American,Male,1896, ,1962, ,Q7176808,500337074.0
Peter Schuyff, , ,Dutch,Male,1958, ,0, ,,
Peter Sciascin, , ,American,Male,0, ,0, ,,
Peter Sekaer, , ,American,Male,1901, ,1950, ,Q7176859,500343274.0
Peter Shelton, , ,American,Male,1951, ,0, ,,
Peter Singer, , ,Austrian,Male,1810, ,1882, ,,
Peter Stackpole, , ,American,Male,1913, ,0, ,Q7177068,500040793.0
Peter Stampfli, , ,Swiss,Male,1937, ,0, ,Q3376904,500030645.0
Peter Stathis, , ,American,Male,1960, ,0, ,,
Peter Stauss, , ,German,Male,1966, ,0, ,,
Peter Stroud, , ,American,Male,0, ,0, ,,
Peter Struycken, , ,Dutch,,1939, ,0, ,Q2706817,500003537.0
Peter Sullivan, , ,American,Male,1958, ,0, ,,
Peter Suschitzky,artist, , , , , , , , , 
Peter Svannäs, , ,Swedish,Male,0, ,0, ,,
Peter Takal, , ,American,Male,1905, ,1995, ,,
Peter Teubner, , ,American,Male,0, ,0, ,,
Peter Tscherkassky, , ,Austrian,Male,1958, ,0, ,,
Peter Viereck, , ,American,Male,1916, ,2006, ,,
Peter Waldman, , ,,Male,0, ,0, ,,
Peter Wegner, , ,American,Male,1963, ,0, ,,
Peter Weibel, , ,Ukrainian,Male,1944, ,0, ,Q313991,
Peter Wollbrandt, , ,,Male,0, ,0, ,,
Peter Young, , ,American,Male,1940, ,0, ,Q1755473,500001324.0
Peter Zumthor, , ,Swiss,Male,1943, ,0, ,,
Peter van Riper, , ,American,,1942, ,1998, ,,
Peter von Ziegesar, , ,American,Male,1952, ,0, ,,
Petr Galadzhev, , ,,Male,0, ,0, ,,
Petr Konchalovskii, , ,,Male,0, ,0, ,,
Petr Miturich, , ,Russian,Male,1887, ,1956, ,,
Petr Tučný, , ,Czechoslovakian,Male,1920, ,2012, ,,
Petra Cortright, , ,American,Female,1986, ,0, ,,
Petra Mrzyk, , ,German,,1973, ,0, ,,
Petronio, , ,Nationality unknown,,0, ,0, ,,
Pettus Kaufman, , ,Nationality unknown,,0, ,0, ,,
Pezo von Ellrichshausen, , ,,,2002, ,0, ,,
Phanor Leon, , ,Colombian,Male,1944, ,2006, ,,
Phase 2, , ,American,Male,1955, ,2019, ,,
Phelan Gibb,artist, , , , , , , , , 
Phil Collins, , ,British,Male,1970, ,0, ,Q7181796,
Phil Edelstein, , ,American,Male,1950, ,0, ,,
Phil Irving, , ,Australian,Male,1903, ,1992, ,,
Philibert-Paul Charbonnier, , ,French,,0, ,0, ,,
Philip Alexius de László,artist, , , , , , , , , 
Philip Argent, , ,British,Male,1962, ,0, ,,
Philip Corner, , ,American,Male,1933, ,0, ,Q3378996,500126285.0
Philip Cushway, , ,,Male,0, ,0, ,,
Philip Elliott, , ,American,Male,1903, ,1985, ,,
Philip Evergood, , ,American,Male,1901, ,1973, ,Q3379002,500007308.0
Philip F. Yuan, , ,Chinese,Male,0, ,0, ,,
Philip Fein, , ,American,Male,1912, ,1994, ,,
Philip G. Atwell, , ,American,Male,1974, ,0, ,,
Philip Gips, , ,American,Male,1931, ,0, ,,
Philip Glass, , ,American,Male,1937, ,0, ,Q189729,500331387.0
Philip Guston, , ,American,Male,1913, ,1980, ,Q701952,500023901.0
Philip Hays, , ,American,Male,1930, ,0, ,,
Philip Hyde, , ,American,Male,1921, ,0, ,,
Philip John Martin, , ,British,Male,1927, ,2014, ,,
Philip Johnson, , ,American,Male,1906, ,2005, ,Q183528,500014481.0
Philip Johnson / Alan Ritchie Architects, , ,American,,0, ,0, ,,
Philip Knoll, , ,American,Male,1959, ,0, ,,
Philip Krumm, , ,American,,1941, ,0, ,,
Philip L. Goodwin, , ,American,Male,1885, ,1958, ,,500002438.0
Philip Pearlstein, , ,American,Male,1924, ,0, ,Q708763,500011988.0
Philip Platt, , ,American,Male,0, ,0, ,,
Philip Reinagle,artist, , , , , , , , , 
Philip Taaffe, , ,American,Male,1955, ,0, ,Q943181,500026290.0
Philip Trager, , ,American,Male,1935, ,0, ,,
Philip V. Leivo, , ,American,Male,0, ,0, ,,
Philip Van Aver, , ,American,Male,1939, ,0, ,,
Philip Vincent, , ,British,Male,1908, ,1982, ,,
Philip Virus, , ,German,Male,1971, ,0, ,,
Philip Walton, , ,American,Male,1974, ,0, ,,
Philip Warner, , ,American,Male,1947, ,0, ,,
Philip Webb, , ,British,Male,1831, ,1915, ,Q531721,500026803.0
Philip Worthington, , ,British,Male,1977, ,0, ,,
Philip von Schantz, , ,Swedish,Male,1928, ,0, ,,
Philip-Lorca diCorcia, , ,American,Male,1951, ,0, ,Q1274009,500115594.0
Philipp Schaerer, , ,Swiss,Male,1972, ,0, ,,
Philipp Scholz Rittermann, , ,Peruvian,Male,1955, ,0, ,,
Philippe Apeloig, , ,French,Male,1962, ,0, ,,
Philippe Decrauzat, , ,Swiss,,1974, ,0, ,,
Philippe Favier, , ,French,Male,1957, ,0, ,,
Philippe Garrel, , ,French,Male,1948, ,0, ,,
Philippe Gautier, , ,,Male,0, ,0, ,,
Philippe Halsman, , ,American,Male,1906, ,1979, ,Q704572,500026767.0
Philippe Hiquily, , ,French,Male,1925, ,2013, ,,
Philippe Hosiasson, , ,French,Male,1898, ,1978, ,,
Philippe Joseph Tassaert,artist, , , , , , , , , 
Philippe Perrot, , ,French,Male,1967, ,0, ,,
Philippe Starck, , ,French,Male,1949, ,0, ,Q316906,500021369.0
Philippe Van Snick, , ,Belgian,Male,1946, ,0, ,,
"Philips & Co., Eindhoven, the Netherlands", , ,,,1891, ,0, ,,
Philips Design, , ,Dutch,,1925, ,0, ,,
Philips Research Laboratories, , ,Dutch,,1891, ,0, ,,
Phillip Allen,artist, , , , , , , , , 
Phillip Hefferton, , ,American,Male,1933, ,2008, ,,
Phillip King, , ,British,Male,1934, ,0, ,Q479622,500005402.0
Phillip Pisciotta, , ,American,Male,1970, ,0, ,,
Phillip Rantzer, , ,Israeli,Male,1958, ,0, ,,
Phillip W. Hoffman, , ,American,Male,1936, ,0, ,,
Philomé Obin, , ,Haitian,Male,1892, ,1986, ,,
Phoebe Unwin,artist, , , , , , , , , 
"Phonola, Milan", , ,,,0, ,0, ,,
Photographie Modèle, , ,French,,0, ,0, ,,
Phu Nam, , ,Vietnamese,Male,1974, ,0, ,,
Phu-Nam Thuc Ha, , ,Vietnamese,,1974, ,0, ,,
Phyllis Baldino, , ,American,Female,1956, ,0, ,,
Phyllis Bramson, , ,American,Female,1941, ,0, ,,
Phyllis Ginger,artist, , , , , , , , , 
Pia Gazzola, , ,Italian,Female,0, ,0, ,,
Pia Lindman, , ,Finnish,Female,1965, ,0, ,,
"Piaggio S.p.A., Pontedera, Italy", , ,Italian,,1884, ,0, ,,
Pic Adrian, , ,Romanian,Male,1910, ,0, ,,
Pictorial Productions, , ,,,0, ,0, ,,
Pier Copat, , ,American,Male,0, ,0, ,,
Pier Giacomo Castiglioni, , ,Italian,Male,1913, ,1968, ,,
Pier Paolo Pasolini, , ,Italian,Male,1922, ,1975, ,,
Pierangela d'Aniello, , ,Italian,Female,1939, ,0, ,,
Piero Gatti, , ,Italian,Male,1940, ,0, ,,
Piero Guccione, , ,Italian,Male,0, ,0, ,,
Piero Manzoni, , ,Italian,Male,1933, ,1963, ,Q472756,500010451.0
Pierre Alechinsky, , ,Belgian,Male,1927, ,0, ,Q328248,500027985.0
Pierre Betz, , ,French,Male,1899, ,1969, ,,
Pierre Binggeli, , ,,,0, ,0, ,,
Pierre Bonnard, , ,French,Male,1867, ,1947, ,Q26408,500115555.0
Pierre Bourdieu, , ,French,Male,1930, ,2002, ,,
Pierre Buraglio, , ,French,Male,1939, ,0, ,,
Pierre Chareau, , ,French,Male,1883, ,1950, ,Q1888111,500023208.0
Pierre Clerk, , ,Canadian,Male,1928, ,0, ,Q3384466,500017228.0
Pierre Courtin, , ,French,Male,1921, ,2012, ,Q960481,500041397.0
Pierre Daura, , ,Spanish,Male,1896, ,1976, ,,
Pierre Di Sciullo, , ,,Male,0, ,0, ,,
Pierre Dimitrienko,artist, , , , , , , , , 
Pierre Dmitrienko, , ,French,Male,1925, ,1974, ,,
Pierre Eugène Clairin, , ,French,Male,1897, ,1980, ,,
Pierre Falké, , ,French,Male,1884, ,1947, ,,
Pierre Fix-Masseau, , ,French,Male,1905, ,1994, ,Q2093436,
Pierre Flouquet, , ,French,Male,1900, ,1967, ,,
Pierre Gauchat, , ,Swiss,Male,1902, ,1956, ,Q18214811,
Pierre Girieud, , ,French,Male,1875, ,1940, ,,
Pierre Haubensak, , ,Swiss,Male,1935, ,0, ,Q2093524,500072009.0
Pierre Henri Puiseux, , ,French,Male,1855, ,1928, ,,
Pierre Huyghe, , ,French,Male,1962, ,0, ,Q1370630,500116146.0
Pierre Jeanneret, , ,Swiss,Male,1896, ,1967, ,Q115575,500004442.0
Pierre Laprade, , ,French,Male,1875, ,1931, ,Q3385783,500007077.0
Pierre Mendell, , ,German,Male,1929, ,0, ,,
Pierre Mercure, , ,Canadian,Male,1927, ,1966, ,,
Pierre Missey, , ,French,,0, ,0, ,,
Pierre Naville, , ,French,Male,1900, ,1993, ,,
Pierre Neumann, , ,Swiss,Male,1951, ,0, ,,
Pierre Paulin, , ,French,Male,1927, ,2009, ,Q2026435,500054918.0
Pierre Petit, , ,French,Male,1832, ,1909, ,Q1981250,500028356.0
Pierre Puvis de Chavannes, , ,French,Male,1824, ,1898, ,Q216873,500008870.0
Pierre Restany, , ,French,Male,1930, ,2003, ,,
Pierre Roy, , ,French,Male,1880, ,1950, ,Q1347013,500007189.0
Pierre Soulages, , ,French,Male,1919, ,0, ,Q708631,500004928.0
Pierre Trémaux, , ,French,Male,1818, ,1895, ,Q3387189,500033962.0
Pierre Wemaere,artist, , , , , , , , , 
Pierre de Meuron, , ,Swiss,Male,1950, ,0, ,,
Pierre-Auguste Renoir, , ,French,Male,1841, ,1919, ,Q39931,500115467.0
Pierrette Bloch, , ,French,Female,1928, ,0, ,Q3387890,
Piet Mondrian, , ,Dutch,Male,1872, ,1944, ,Q151803,500004972.0
Piet Worm, , ,Dutch,Male,1909, ,1996, ,,
Piet Zwart, , ,Dutch,Male,1885, ,1977, ,Q529366,500006911.0
Piet van der Have, , ,Dutch,Male,0, ,0, ,,
Pieter Brattinga, , ,Dutch,Male,1931, ,0, ,Q1894090,500116719.0
Pieter Engels, , ,Dutch,Male,1938, ,0, ,,
Pieter Holstein, , ,Dutch,Male,1934, ,0, ,,
Pieter Hugo, , ,South African,Male,1976, ,0, ,,
Pieter Laurens Mol, , ,Dutch,Male,1946, ,0, ,,
Pieter Vanderbeck, , ,,,0, ,0, ,,
Pietra Jansen, , ,,Female,0, ,0, ,,
Pietro Cascella, , ,Italian,Male,1921, ,0, ,,
Pietro Chiesa, , ,Italian,Male,1892, ,1948, ,,
Pietro Derossi, , ,Italian,Male,1933, ,0, ,,
Pietro Gigli, , ,Italian,Male,1897, ,1987, ,,
Pietro Roccasalva, , ,Italian,Male,1970, ,0, ,,
Pinchas Cohen Gan, , ,Israeli,Male,1942, ,0, ,Q2905186,500075428.0
"Pininfarina (Battista ""Pinin"" Farina)", , ,Italian,Male,1893, ,1966, ,Q551406,500329573.0
Pio Manzù, , ,Italian,Male,1939, ,1969, ,,
Piotr Janas,artist, , , , , , , , , 
Piotr Tofil, , ,Polish,Male,0, ,0, ,,
Piotr Wyrzykowski, , ,Polish,Male,1968, ,0, ,,
"Piquot-Meridian (International) SA, Switzerland", , ,,,0, ,0, ,,
"Pirelli S.p.A., Milan", , ,,,0, ,0, ,,
Pirkle Jones, , ,American,Male,1914, ,2009, ,Q2105219,500037107.0
Pirmin Blum, , ,Swiss,Male,1969, ,0, ,,
Pirwi, , ,,,2007, ,0, ,,
Pitseolak, , ,Canadian,Female,1904, ,1983, ,,
"Pizzi & Pizio, Milan-Rome", , ,Italian,,0, ,0, ,,
Plank Collezioni Srl, , ,Italian,,1983, ,0, ,,
"Plas-tex Corporation, Los Angeles, CA", , ,American,,0, ,0, ,,
"Plastic Dispensers Inc., Newark, NJ", , ,,,0, ,0, ,,
Plastic Ono Band, , ,,,0, ,0, ,,
"Plastic Productions Co., Redwood City, CA", , ,,,0, ,0, ,,
"Plastics, Inc., St. Paul, MN", , ,American,,0, ,0, ,,
"Platinum Pen Company, Ltd., Tokyo", , ,,,0, ,0, ,,
"Plus Minus Zero Co., Ltd.", , ,Japanese,,2003, ,0, ,,
PocketLab, , ,,,0, ,0, ,,
"Poggi, Italy", , ,,,0, ,0, ,,
"Poiret, Paris", , ,,,0, ,0, ,,
Pol Bury, , ,Belgian,Male,1922, ,2005, ,Q492909,500008200.0
"Polar Ware Company, Sheboygan, WI", , ,American,,0, ,0, ,,
Policeband, , ,,,0, ,0, ,,
Polit-Sheer-Form Office (PSFO), , ,,,0, ,0, ,,
Pollen Design, , ,American,,1997, ,0, ,,
Polly Apfelbaum, , ,American,Female,1955, ,0, ,Q16149444,500033130.0
"Poltronova, Italy", , ,,,0, ,0, ,,
Poly Styrene (Marianne Joan Elliott-Said), , ,British,Female,1957, ,2011, ,,
Polygnotos G. Vagis, , ,American,Male,1894, ,1965, ,,
Pootagook, , ,Canadian,Male,1887, ,1958, ,,
Pope.L, , ,American,Male,1955, ,0, ,Q2547113,500332876.0
"Popeet Container Corp., Verona, NJ", , ,,,0, ,0, ,,
Popovi Da, , ,American,Male,1931, ,1971, ,,
Popp-Kircheim, , ,Nationality unknown,,0, ,0, ,,
Poptastic, , ,,,0, ,0, ,,
"Porcelli Assoc., Inc., USA", , ,,,0, ,0, ,,
Porfiry Krylov, , ,Russian,Male,1902, ,1990, ,,
"Porsche AG, Stuttgart, Germany", , ,German,,1931, ,0, ,,
Porsche Design Group, , ,German,,1948, ,0, ,,
"Porzellan Fabrik Gebrüder Bauscher, Weiden, Germany", , ,,,0, ,0, ,,
"Porzellan-Manufaktur Nymphenburg, Germany", , ,German,,0, ,0, ,,
"Porzellanfabrik, Arzberg, Germany", , ,,,0, ,0, ,,
"Porzellanfabrik, Schoenwald, Germany", , ,,,0, ,0, ,,
Poul Cadovius, , ,Danish,Male,1911, ,0, ,,
Poul Christiansen, , ,Danish,,1947, ,0, ,,
Poul Henningsen, , ,Danish,Male,1894, ,1967, ,Q1928794,500067784.0
"Poul Jeppesen, Denmark", , ,,Male,0, ,0, ,,
Poul Kjærholm, , ,Danish,Male,1929, ,1980, ,Q4385311,500068499.0
Powell & Co., , ,American,,0, ,0, ,,
Power Boothe, , ,American,Male,1945, ,0, ,,
Powertrip, , ,,,0, ,0, ,,
Prada, , ,Italian,,1913, ,0, ,,
Pratibha Parmar, , ,British,Female,1955, ,0, ,,
Pravoslav Sovak, , ,Czech,Male,1926, ,0, ,Q12046874,
Pravosudovich, , ,,,0, ,0, ,,
Prazsky, , ,Czech,,0, ,0, ,,
"Prefecture of Police, Paris", , ,,,0, ,0, ,,
Prentiss Taylor, , ,American,Male,1907, ,1991, ,Q7240574,500041102.0
Press Illustrating Company, , ,,,0, ,0, ,,
Presse Bild Zentrale, , ,,,0, ,0, ,,
Prestige Products, , ,American,,0, ,0, ,,
Prestige Records, , ,,,1949, ,0, ,,
Preston Dickinson, , ,American,Male,1889, ,1930, ,Q3402687,500124280.0
Preston Scott Cohen, , ,American,Male,1961, ,0, ,Q7241988,500225948.0
Prince Toffee, , ,American,Male,1972, ,0, ,,
Princess, , ,,,0, ,0, ,,
Princess Winifred, , ,Nationality unknown,Female,0, ,0, ,,
Printex, , ,Finnish,,0, ,0, ,,
"Printex Corporation of America, Ossining, NY", , ,American,,1946, ,0, ,,
Printext, , ,,,0, ,0, ,,
Priscilla T. Forthman, , ,American,Female,1958, ,0, ,,
Priska Von Martin, , ,German,Female,1912, ,1982, ,,
Professor Millington,artist, , , , , , , , , 
"Profil Magazine, Vienna", , ,,,0, ,0, ,,
"Progetti, Italy", , ,,,0, ,0, ,,
"Proletkult, Leningrad", , ,,,0, ,0, ,,
"Prophylactic Brush Co., Prolon Div., Florence, MA", , ,,,0, ,0, ,,
"Propyläen-Verlag, Berlin", , ,,,0, ,0, ,,
Prospère Henry, , ,French,Male,1849, ,1903, ,,
Prunella Clough, , ,British,Female,1919, ,1999, ,Q7253041,500013394.0
Przemysław Kwiek, , ,Polish,Male,1945, ,0, ,,
Public Enemy, , ,,,1982, ,0, ,,
Pudlo Pudlat, , ,Canadian,Male,1916, ,1992, ,Q2399275,500127376.0
"Pulos Design Associates, Inc.", , ,American,,0, ,0, ,,
Pushpamala N, , ,Indian,Female,1956, ,0, ,,
"Pyghtle Works, Bedford, England", , ,,,0, ,0, ,,
Pywell, , ,,,0, ,0, ,,
Pádraig Timoney, , ,Irish,Male,1968, ,0, ,,
Pär G. Thelander, , ,Swedish,Male,1936, ,0, ,,
Péter Forgács, , ,Hungarian,Male,1950, ,0, ,Q238881,
Péter Nagy, , ,Hungarian,Male,0, ,0, ,,
Q. O. Gilbert, , ,Nationality unknown,,0, ,0, ,,
"QUAD Electroacoustics, Huntingdon, England", , ,,,0, ,0, ,,
Qiu Anxiong, , ,Chinese,Male,1972, ,0, ,,
"Quaintance Fabrics, New York, NY", , ,,,0, ,0, ,,
Quanta, , ,Taiwanese,,1988, ,0, ,,
Quasar (Nguyen Manh Khanh), , ,Vietnamese,,1934, ,0, ,,
Quay Brothers, , ,American,Male,1947, ,0, ,,
R. A. Vlmann, , ,Nationality unknown,,0, ,0, ,,
R. B. Kitaj, , ,American,Male,1932, ,2007, ,Q569505,500007852.0
R. Buckminster Fuller, , ,American,Male,1895, ,1983, ,Q102289,500015697.0
R. Crumb, , ,American,Male,1943, ,0, ,Q435278,500117024.0
R. H. Quaytman, , ,American,Female,1961, ,0, ,Q13560749,500294143.0
R. H. Vance, , ,American,Male,1825, ,1876, ,,
R. Kh., , ,,,0, ,0, ,,
"R. Kirsch, Germany", , ,,,0, ,0, ,,
R. M. Fischer, , ,American,Male,1947, ,0, ,,
R. Maxil Ballinger, , ,American,Male,1914, ,1958, ,,
R. S. De Lamater, , ,American,,0, ,0, ,,
R. Schwarzkopf, , ,Nationality unknown,,0, ,0, ,,
R. Szayoo, , ,,,0, ,0, ,,
R. W. Winfield, , ,British,,0, ,0, ,,
R. X. Prinet, , ,French,Male,1861, ,1946, ,,
"R.A. Frederick Co., United States", , ,American,,0, ,0, ,,
R.E.M., , ,,,0, ,0, ,,
"R.E.M. di Rossetti Enrico, Italy", , ,,,0, ,0, ,,
R.J. Waters & Co., , ,American,,0, ,0, ,,
RCM di Bianco, , ,,,0, ,0, ,,
"RCR Arquitectes, Olot", , ,,,1988, ,0, ,,
"RFSU Rehab, Stockholm, Sweden", , ,Swedish,,0, ,0, ,,
"RIMA, Padua, Italy", , ,Italian,,1916, ,0, ,,
"Race Furniture Ltd., Sheerness, England", , ,,,0, ,0, ,,
Rachel Feinstein, , ,American,Female,1971, ,0, ,,
Rachel Harrison, , ,American,Female,1966, ,0, ,Q7279265,500129198.0
Rachel Kemper, , ,Nationality unknown,Female,0, ,0, ,,
Rachel Reichman, , ,American,Female,1958, ,0, ,,
Rachel Selekman, , ,American,Female,1963, ,0, ,,
Rachel Whiteread, , ,British,Female,1963, ,0, ,Q454041,500118666.0
Rachel Wingfield, , ,British,Female,1978, ,0, ,,
Rackstraw Downes, , ,American,Male,1939, ,0, ,Q7279809,500075282.0
"Radice Snc, Italy", , ,,,0, ,0, ,,
Radio Corporation of America, , ,American,,0, ,0, ,,
"Radius GmbH, Germany", , ,,,0, ,0, ,,
Radovan Sredić, , ,Croatian,Male,1955, ,0, ,,
Rael San Fratello, , ,American,,2002, ,0, ,,
Rafael Alberti, , ,Spanish,Male,1902, ,1999, ,,
Rafael Barradas, , ,Uruguayan,Male,1890, ,1929, ,,
Rafael Canogar, , ,Spanish,Male,1935, ,0, ,Q719919,500026099.0
Rafael Coronel, , ,Mexican,Male,1932, ,0, ,,
Rafael Ferrer, , ,American,Male,1933, ,0, ,Q7282133,500070290.0
Rafael França, , ,Brazilian,Male,1957, ,1991, ,,
Rafael Hastings, , ,Peruvian,Male,1945, ,0, ,,
Rafael Moreno, , ,Cuban,Male,1887, ,1955, ,,
Rafael Ortega, , ,Mexican,Male,1965, ,0, ,,
Rafael Solbes, , ,Spanish,Male,1940, ,1981, ,,
Rafael Tufiño, , ,American,Male,1922, ,2008, ,Q7282343,500118447.0
Rafael Viñoly, , ,American,Male,1944, ,0, ,Q952826,500059046.0
Rafael Viñoly Architects, , ,American,,0, ,0, ,,
Rafal Olbinski, , ,Polish,Male,1945, ,0, ,,
Raffaele Leomporri, , ,Italian,Male,1926, ,1974, ,,
Raffaella Mangiarotti, , ,Italian,Female,1965, ,0, ,,
Raghu Rai, , ,Indian,Male,1942, ,0, ,,
Raghubir Singh, , ,Indian,Male,1942, ,1999, ,Q2127242,500037084.0
Ragnar Kjartansson, , ,Icelandic,Male,1976, ,0, ,,
"Raichle Boot Co. Ltd., Switzerland", , ,,,0, ,0, ,,
Raimund Abraham, , ,American,Male,1933, ,2010, ,Q78819,500031964.0
Rainald Goetz, , ,German,Male,1954, ,0, ,,
Rainald Schumacher, , ,German,Male,0, ,0, ,,
Raindance Corporation, , ,,,0, ,0, ,,
Rainer (Imi) Giese, , ,German,Male,1942, ,1974, ,,
Rainer Fetting, , ,German,Male,1949, ,0, ,Q325900,500053928.0
Rainer Kuchenmeister, , ,,Male,1926, ,0, ,,
Rainer Küschall, , ,Swiss,Male,1947, ,0, ,,
Rainer Werner Fassbinder, , ,German,Male,1945, ,1982, ,Q44426,500335595.0
Rainer Wittenborn, , ,German,Male,1941, ,0, ,,
Raj Rewal, , ,Indian,Male,1934, ,0, ,,
Rajesh Vangad, , ,Indian,Male,1975, ,0, ,,
Ralf Hoedt, , ,,,0, ,0, ,,
Ralf Ziervogel, , ,German,Male,1975, ,0, ,,
Ralph Ammirati, , ,American,Male,0, ,0, ,,
Ralph Baer, , ,American,Male,1922, ,2014, ,,
"Ralph Bartholomew, Jr.", , ,American,Male,1907, ,1985, ,,
Ralph Borland, , ,South African,Male,1974, ,0, ,,
Ralph Brown,artist, , , , , , , , , 
Ralph Gibson, , ,American,Male,1939, ,0, ,Q1233831,500094623.0
Ralph Goings, , ,American,Male,1928, ,0, ,Q459309,500019481.0
Ralph Hocking, , ,British,Male,1931, ,0, ,,
Ralph Hughes, , ,American,Male,1923, ,0, ,,
Ralph Humphrey, , ,American,Male,1932, ,1990, ,,
Ralph Lundsten, , ,,,1936, ,0, ,,
Ralph Lysell, , ,Swedish,Male,1907, ,0, ,,
Ralph M. Rosenborg, , ,American,Male,1913, ,1992, ,,
Ralph Maradiaga, , ,American,Male,1934, ,1985, ,,
"Ralph O. Smith Co., Los Angeles, CA", , ,,,0, ,0, ,,
Ralph Rumney,artist, , , , , , , , , 
Ralph Samuels, , ,American,Male,1907, ,1972, ,,
Ralph Schraivogel, , ,Dutch,Male,1960, ,0, ,Q2129764,
Ralph Steadman,artist, , , , , , , , , 
Ralph Steiner, , ,American,Male,1899, ,1986, ,Q3418301,500022058.0
Ralph Thomas Ward (Corkie), , ,,,0, ,0, ,,
Ralston Crawford, , ,American,Male,1906, ,1978, ,Q3929822,500029588.0
Ram Rahman, , ,Indian,Male,1955, ,0, ,,
Ramin Bahrani, , ,American,Male,1975, ,0, ,,
Ramiro Bascans, , ,Uruguayan,Male,1936, ,2012, ,,
Rammellzee, , ,American,Male,1960, ,2010, ,Q327840,500061289.0
Ramon Klein, , ,American,Male,1957, ,0, ,,
Ramón Ferrán Pagés, , ,Spanish,Male,1927, ,2015, ,,
Rand Miller, , ,American,Male,1959, ,0, ,Q716008,
Randal Kleiser, , ,American,Male,1946, ,0, ,,
Randal Richard Hinz, , ,American,Male,1944, ,0, ,,
Randall Green, , ,American,Male,1947, ,0, ,,
"Randall Made Knives, Orlando, FL", , ,,,0, ,0, ,,
Randall Sellers, , ,American,Male,1969, ,0, ,,
Randy Tuten, , ,American,Male,1946, ,0, ,,
Rane Vaskivuori, , ,Finnish,,1967, ,0, ,,
Rania Ghosn, , ,Lebanese,Female,1977, ,0, ,,
Ranjani Shettar, , ,Indian,Female,1977, ,0, ,,
Ranko Radović, , ,,Male,1935, ,2005, ,,
"Ranton & Co., United Kingdom", , ,,,0, ,0, ,,
Rao, , ,Argentine,,0, ,0, ,,
Raoh Schorr,artist, , , , , , , , , 
Raoul Barré, , ,Canadian,Male,1874, ,1932, ,,
Raoul De Keyser, , ,Belgian,Male,1930, ,2012, ,,
Raoul Dufy, , ,French,Male,1877, ,1953, ,Q45205,500024166.0
Raoul François Larche, , ,French,Male,1860, ,1912, ,Q3083640,500016634.0
Raoul Hague, , ,American,Male,1905, ,1993, ,,
Raoul Ubac, , ,Belgian,Male,1910, ,1985, ,,
Raoul Walsh, , ,American,Male,1887, ,1980, ,,
Raphael Collin, , ,Nationality unknown,Male,0, ,0, ,,
Raphael Drouart, , ,French,Male,1884, ,0, ,,
Raphael Goldchain, , ,Canadian,Male,1953, ,0, ,,
Raphael Montañez Ortiz, , ,American,Male,1934, ,0, ,,
Raphael Soyer, , ,American,Male,1899, ,1987, ,Q2131415,500009897.0
Rapier, , ,British,,0, ,0, ,,
Raquel Forner, , ,Argentine,Female,1902, ,1988, ,Q7294439,500116569.0
Raquel Rabinovich, , ,American,Female,0, ,0, ,,
Rasch Brothers & Co., , ,,,0, ,0, ,,
Rasheed Araeen, , ,Pakistani,Male,1935, ,0, ,,
Rashid Johnson, , ,American,Male,1977, ,0, ,,
Raspopina, , ,,,0, ,0, ,,
Rathcon Inc., , ,,,0, ,0, ,,
Raul Meel, , ,Estonian,Male,0, ,0, ,,
"Raumtechnik Staeger & Co. KG, Stuttgart", , ,,,0, ,0, ,,
Ray Brown, , ,American,Male,1933, ,0, ,,
Ray Eames, , ,American,Female,1912, ,1988, ,Q380404,500027192.0
Ray H. French, , ,American,Male,1919, ,2000, ,Q7297566,
Ray K. Metzker, , ,American,Male,1931, ,2014, ,Q7297835,500076932.0
Ray Komai, , ,American,Male,1918, ,2010, ,,
Ray Lauzzana, , ,American,Male,1941, ,0, ,,
Ray Lowry, , ,British,Male,1944, ,2008, ,,
Ray Maggiore, , ,American,Male,1964, ,0, ,,
Ray Parker,artist, , , , , , , , , 
Ray Stevenson, , ,,Male,0, ,0, ,,
Ray Stubblebine/Associated Press, , ,American,Male,1946, ,0, ,,
Ray Tomlinson, , ,American,Male,1941, ,2016, ,,
Ray Wilkes, , ,,Male,0, ,0, ,,
Ray Yoshida, , ,American,Male,1930, ,2009, ,,
Ray-Ban, , ,American,,1937, ,0, ,,
"Raymar Industries, Inc., New York, NY", , ,,,0, ,0, ,,
Raymond Breinin, , ,American,Male,1910, ,2000, ,Q19595180,500006860.0
Raymond Duchamp-Villon, , ,French,Male,1876, ,1918, ,Q705282,500029284.0
Raymond Hains, , ,French,Male,1926, ,2005, ,Q317823,500016937.0
